Prime Minister Hun Sen says Mr. Clinton 's visit will raise awareness about H.I.V. and help prevent discrimination against people living with the virus . 	 B-per O O O O B-per I-per O O O O O O O O O O O O O O O O O O
Britain 's defense ministry has launched what it calls an urgent military police investigation into alleged abuse of Iraqi prisoners caught on videotape . 	 B-geo O O O O O O O O O O O O O O O O O B-gpe O O O O O
A ministry statement says it condemns all acts of abuse and brutality and treats allegations of wrongdoing very seriously . 	 O O O O O O O O O O O O O O O O O O O O
British television broadcast the videotape Sunday after it was released by the News of the World newspaper . 	 B-gpe O O O O B-tim O O O O O O O O O O O O
The British soldiers are seen beating detained young Iraqi protesters with batons and kicking them . 	 O B-gpe O O O O O O B-gpe O O O O O O O
The newspaper says the tape was shot in 2004 in southern Iraq . 	 O O O O O O O O B-tim O B-geo I-geo O
British Prime Minister Tony Blair said Sunday the incident will be fully investigated . 	 B-gpe B-per I-per I-per I-per O B-tim O O O O O O O
He says the overwhelming majority of British troops in Iraq are doing a great job helping Iraq become a democracy . 	 O O O O O O B-gpe O O B-geo O O O O O O B-geo O O O O
Many of those killed died when shells landed in the city 's busy Bakara market . 	 O O O O O O O O O O O O O B-geo O O
Insurgent groups al-Shabab and Hizbul Islam are trying to topple the government and establish a strict Islamic state . 	 O O O O B-per I-per O O O O O O O O O O O O O
The current government controls only parts of Mogadishu and relies on AU peacekeepers in order to stay in power . 	 O O O O O O O B-geo O O O O O O O O O O O O
Somalia has experienced nearly two decades of violence and lawlessness since the fall of the last functioning central government . 	 B-geo O O O O O O O O O O O O O O O O O O O
Gates ' trip to Hanoi is seen as another major boost for Vietnam 's high-tech sector . 	 B-per O O O B-geo O O O O O O O B-geo O O O O
The WHO says Chinese suppliers have not shipped enough of a key ingredient used to make anti-malaria drugs to companies which manufacture the combination therapy . 	 O B-org O B-gpe O O O O O O O O O O O O O O O O O O O O O O
The WHO says it will set up a system of priorities to deliver the drug to those who need it most . 	 O B-org O O O O O O O O O O O O O O O O O O O O
A Malawi journalist who works for a newspaper that publishes scandals involving public figures has confirmed his own arrest . 	 O B-gpe O O O O O O O O O O O O O O O O O O
Other groups have made similar comments . 	 O O O O O O O
The conciliatory messages follow efforts by Palestinian leader Mahmoud Abbas to persuade militants to end their campaign of anti-Israeli attacks so he can negotiate for a Palestinian state on Israeli-occupied lands . 	 O O O O O O B-gpe O B-per I-per O O O O O O O O O O O O O O O O B-gpe O O O O O
The government statistics agency said Wednesday that manufacturing output surged 7.8 percent in June from a year earlier . 	 O O O O O B-tim O O O O O O O B-tim I-tim O O O O
The 16 nations using the euro as their currency have not done as well . 	 O O O O O O O O O O O O O O O
A senior Russian veterinary official says a bird and animal market in southern Moscow is the source of last week 's bird flu outbreak on nearby farms . 	 O O B-gpe O O O O O O O O O B-geo I-geo O O O O O O O O O O O O O O
Alexei Alexeyenko said Sunday the section of the market where the outbreak began has been closed . 	 B-org I-org O B-tim O O O O O O O O O O O O O
Russian authorities say they found bird flu on two farms south and north of Moscow . 	 B-gpe O O O O O O O O O O O O O B-geo O
The H5N1 bird flu strain has killed 167 people since 2003 . 	 O O O O O O O O O B-tim I-tim O
Most of the victims were Asians . 	 O O O O O B-gpe O
North Korea has invited Washington 's chief U.S. nuclear negotiator to Pyongyang to discuss the North 's nuclear program . 	 B-geo I-geo O O B-geo O O B-geo O O O B-geo O O O B-geo O O O O
Washington has not commented on the proposal . 	 B-geo O O O O O O O
Washington has rejected that demand . 	 B-geo O O O O O
Their disputes include North Korea 's missile program and the unresolved cases of Japanese citizens kidnapped by Pyongyang in the 1970s and 80s . 	 O O O B-geo I-geo O O O O O O O O B-gpe O O O B-geo O O B-tim I-tim I-tim O
Stanley """" Tookie """" Williams has been convicted of four murders and was the co-founder of the infamous Crips street gang . 	 B-per O B-per O B-per O O O O O O O O O O O O O B-geo O O O
His case has attracted international attention because Williams is the author of a series of children 's books warning young people about the dangers of gangs . 	 O O O O O O O B-per O O O O O O O O O O O O O O O O O O O
His lawyers argue that the books are evidence that Williams has turned his life around during his 24 years in prison . 	 O O O O O O O O O B-per O O O O O O B-tim I-tim O B-tim I-tim O
Mr. Schwarzenegger 's decision on clemency is expected Monday . 	 B-per B-org O O O O O O B-tim O
In two other death penalty cases he has refused clemency appeals . 	 O O O O O O O O O O O O
Saturday is the last day for Iran 's presidential hopefuls to apply as candidates in the June election . 	 B-tim O O O O O B-geo O O O O O O O O O B-tim I-tim O
Former foreign minister Ibrahim Yazdi also signed up for the ballot to elect a successor to President Mohammad Khatami . 	 O O O B-per I-per O O O O O O O O O O O B-per I-per I-per O
Hundreds of people have applied to run in the election - among them highly favored two-time president Akbar Hashemi Rafsanjani . 	 O O O O O O O O O O O O O O O O B-per B-org I-org I-org O
The leader of the Shi'ite militant group Hezbollah is blaming President Bush for last week 's sectarian violence in Lebanon . 	 O O O O B-org O O B-org O O B-per I-per O O O O O O O B-geo O
He also asserted that the Bush administration ordered Israel to attack Hezbollah positions in the country last year . 	 O O O O O B-per O O B-geo O O B-org O O O O O O O
The July-August war between Israel and Hezbollah killed about 1200 people in Lebanon and about 160 Israelis . 	 O O O O B-geo O B-org O O O O O B-geo O O O B-gpe O
Seven people were killed and more than 100 wounded . 	 O O O O O O O O O O
Some in Lebanon are concerned that sectarian tensions will spin out of control and might lead to a civil war like the one that raged from 1975 to 1990 . 	 O O B-geo O O O O O O O O O O O O O O O O O O O O O O O B-tim I-tim I-tim O
United Nations Secretary-General Kofi Annan says it is very unlikely that security operations in Iraq would be transferred from U.S.-led troops to U.N. peacekeepers . 	 B-org I-org I-org B-per I-per O O O O O O O O O B-geo O O O O O O O B-geo O O
Mr. Annan told the British Broadcasting Corporation the world body could help with training ministry officials and rebuilding the war-damaged country . 	 B-per I-per O O B-org I-org I-org O O O O O O O O O O O O O O O
Competitive diving is one of the sports guaranteed to attract a large audience at the Summer Olympics in Beijing . 	 O O O O O O O O O O O O O O O B-eve I-eve O B-geo O
Recreational diving is also a growing amateur sport in the U.S. 	 O O O O O O O O O O B-geo
VOA 's Melinda Smith has details of a new study showing that at least 6000 children in the U.S. are hurt every year in diving accidents . 	 B-org O B-per I-per O O O O O O O O O O O O O O B-geo O O O O O O O O
Venezuelan authorities say a new outbreak of fighting among inmates at a crowded prison has left six more prisoners dead . 	 B-gpe O O O O O O O O O O O O O O O O O O O O
Hooper told the lawmakers Canada faces a threat from home-grown terrorists . 	 B-per O O O B-geo O O O O O O O
He said that all the circumstances which produced the London transit bombing are present now in Canada . 	 O O O O O O O O O B-geo O O O O O O B-geo O
Hooper said that many of the home-grown terrorists are Canadian citizens . 	 B-per O O O O O O O O B-gpe O O
He also cautioned that his agency has been able to investigate only 10 percent of the immigrants who have come to Canada during the past five years from Pakistan and Afghanistan . 	 O O O O O O O O O O O O O O O O O O O O O B-geo O O B-tim I-tim O B-tim I-tim O B-geo O
Venezuelan President Hugo Chavez has met twice with the ailing former Cuban leader Fidel Castro during a short visit to Havana . 	 B-gpe B-per I-per I-per O O O O O O O B-gpe O B-per I-per O O O O O B-geo O
Cuba 's state-run media says the first meeting took place after Mr. Chavez arrived Friday night . 	 B-geo O O O O O O O O O O B-per I-per O B-tim I-tim O
The former Cuban president and Mr. Chavez were reported to have discussed their countries ' """" fruitful ties """" and the global economic crisis and its consequences for Latin America and the Caribbean . 	 O O B-gpe O O B-per I-per O O O O O O O O O O O O O O O O O O O O O B-geo I-geo O O B-geo O
No images of Fidel Castro were released from the meetings . 	 O O O B-per I-per O O O O O O
He has not been seen in public since 2006 when he underwent surgery and ceded power to his younger brother . 	 O O O O O O O O B-tim O O O O O O O O O O O O
The trip to Cuba was President Chavez 's first since winning a referendum this month that removes term limits on his presidency and allows him to seek re-election . 	 O O O B-geo O B-per I-per O O O O O O O O O O O O O O O O O O O O O O
The Organization of American States says it will send election observers to monitor Suriname 's parliamentary elections to be held May 25 . 	 B-org I-org I-org I-org I-org O O O O O O O O B-geo O O O O O O B-tim I-tim O
The OAS and Suriname officials agreed to the monitors Friday in Washington . 	 B-org I-org O B-geo O O O O O B-tim O B-geo O
The United States has warned that relations with Suriname would suffer if Bouterse takes power . 	 O B-geo I-geo O O O O O B-geo O O O B-per O O O
The Vatican says Pope John Paul has canceled his scheduled audiences for the next few days because he has the flu . 	 O B-org O B-per I-per I-per O O O O O O O O B-tim O O O O O O O
The Roman Catholic pontiff also canceled his audiences on Monday . 	 O B-org I-org O O O O O O B-tim O
It is the first time in more than one year the pope has had to miss an audience due to illness . 	 O O O O O O O O B-tim O O O O O O O O O O O O O
Mr. Bush said the cuts instituted in 2001 have put $ 880 billion back into the hands of American citizens . 	 B-per I-per O O O O O B-tim O O O O O O O O O O B-gpe O O
He said giving citizens more spending power helps the economy grow . 	 O O O O O O O O O O O O
Mr. Bush said eliminating the tax cuts will present American families with a big tax increase that they do not expect and will not want . 	 B-per I-per O O O O O O O B-gpe O O O O O O O O O O O O O O O O
Israel completed its handover of the West Bank town of Tulkarem to the Palestinians Tuesday . 	 B-geo O O O O O B-org I-org O O B-geo O O B-gpe B-tim O
The transfer of five West Bank towns is one of the steps Israeli and Palestinian leaders agreed to at a summit in Egypt last month . 	 O O O O B-org I-org O O O O O O B-gpe O B-gpe O O O O O O O B-geo O O O
Palestinians condemned the move as a violation of the internationally-backed """" Road Map """" peace plan and said it threatens the newly-energized Middle East peace process . 	 B-gpe O O O O O O O O O O O O O O O O O O O O O B-geo I-geo O O O
The peace plan calls on Israel to freeze its settlement activity in the West Bank . 	 O O O O O B-geo O O O O O O O B-org I-org O
It also requires the Palestinians to dismantle militant groups . 	 O O O O B-gpe O O O O O
A group of armed men stormed into a bar in western Mexico and threw five human heads on the floor in an incident apparently linked to illegal drug trafficking . 	 O O O O O O O O O O B-geo I-geo O O O O O O O O O O O O O O O O O O
Witnesses say the 20 men fired shots in the air as they entered the bar in Michoacan state before dawn Wednesday . 	 O O O O O O O O O O O O O O O O B-geo O O O B-tim O
The group also left a note saying the killings were part of what it called """" divine justice . """" 	 O O O O O O O O O O O O O O O O O O O O
Officials say relatives of three of the victims had identified their bodies and claimed they were not connected to illegal drug gangs . 	 O O O O O O O O O O O O O O O O O O O O O O O
Mexican police have found several victims from similar attacks earlier this year . 	 B-gpe O O O O O O O O O O O O
Mexico 's President-elect Felipe Calderon has vowed to crack down on violent crime when he takes office in December . 	 B-geo O O B-per I-per O O O O O O O O O O O O O B-tim O
Medical officials say at least 25 others were injured in the crush in the city 's crowded Khori Garden neighborhood . 	 O O O O O O O O O O O O O O O O O O O O O
A private charity group was giving out the flour in honor of the Muslim holy month of Ramadan . 	 O O O O O O O O O O O O O B-tim I-tim O B-tim I-tim O
Dozens of impoverished women and children had gathered in the narrow lanes and alleys outside the distribution point . 	 O O O O O O O O O O O O O O O O O O O
Officials say most of the victims died of suffocation . 	 O O O O O O O O O O
Pakistani Prime Minister Yousuf Raza Gilani ordered medical treatment for the injured and an investigation into the incident . 	 B-gpe B-per O B-per I-per I-per O O O O O O O O O O O O O
More than 50 members of Israel 's theater community have signed a petition to boycott performances at a state-funded theater in the northern West Bank settlement of Ariel . 	 O O O O O B-geo O O O O O O O O O O O O O O O O O B-org I-org I-org I-org I-org O
Prime Minister Benjamin Netanyahu told his Cabinet Sunday that the Israeli government does not need to provide funding to the performers taking part in the boycott . 	 B-per O B-per I-per O O O B-tim O O B-gpe O O O O O O O O O O O O O O O O
Mr. Netanyahu said the performers ' actions play into the hands of international efforts to delegitimize Israel with economic and cultural boycotts . 	 B-per I-per O O O O O O O O O O O O O O B-geo O O O O O O
The protest comes as Israeli and Palestinian leaders prepare to meet in Washington this week to resume stalled Middle East peace talks . 	 O O O O B-gpe O B-gpe O O O O O B-geo O O O O O B-geo I-geo O O O
Both Israelis and Palestinians say they hold little hope that U.S.-mediated direct talks will yield any results or make progress toward ending the decades-old conflict in the Middle East . 	 O B-gpe O B-gpe O O O O O O O O O O O O O O O O O O O O O O O B-geo I-geo O
Somalia 's transitional government-in-exile met Tuesday to try to bridge deep divisions over plans to relocate to the war-shattered nation . 	 B-gpe O O O O B-tim O O O O O O O O O O O O O O O
The ministers voted instead to relocate to the central towns of Baidoa and Jowhar until security improves in the capital . 	 O O O O O O O O O O O B-org I-org I-org O O O O O O O
Lawmakers are also bitterly divided over plans to deploy a peacekeeping force to provide security once the government returns to Somalia . 	 O O O O O O O O O O O O O O O O O O O O B-geo O
The regional bloc - IGAD - has decided to initially exclude troops from nations bordering Somalia . 	 O O O O B-org O O O O O O O O O O B-geo O
Opponents of the force say border nations have backed violent factions during years of civil war . 	 O O O O O O O O O O O O O O O O O
A Saudi Interior Ministry spokesman says three French nationals have been killed in northwestern Saudi Arabia . 	 O B-org I-org I-org O O O B-gpe O O O O O O B-geo I-geo O
Only Muslims are allowed in Mecca . 	 O O O O O B-geo O
The spokesman said the French nationals were residents of the Saudi kingdom . 	 O O O O B-gpe O O O O O B-org O O
It was not immediately clear who was responsible for the killings . 	 O O O O O O O O O O O O
Haitian officials say as many as 500 of the prison 's 1200 detainees may have escaped . 	 B-gpe O O O O O O O O O O O O O O O O
It is unclear how many have been recaptured . 	 O O O O O O O O O
The prisoners fled after gunmen fired on the facility Saturday . 	 O O O O O O O O O B-tim O
Two high-ranking officials from the government of ousted Haitian President Jean Bertrand Aristide were among the prisoners who were quickly recaptured . 	 O O O O O O O O B-gpe B-per I-per I-per I-per O O O O O O O O O
Haitian authorities say former Prime Minister Yvon Neptune and former Interior Minister Jocelerme Privert are back in custody . 	 B-gpe O O O B-per O B-per I-per O O O O B-per I-per O O O O O
Both men have yet to be indicted . 	 O O O O O O O O
They are accused of violence against Aristide opponents . 	 O O O O O O B-per O O
U.N. Secretary General Kofi Annan says the situation between Ethiopia and Eritrea has reached a """" dangerous stalemate """" and suggested possible changes to the U.N. mission in the region . 	 B-per I-per I-per I-per I-per O O O O B-org I-org I-org O O O O O O O O O O O O O B-geo O O O O O
Other options include moving the U.N. mission headquarters from Eritrea to Ethiopia and downgrading the operation to either an observer or liaison effort . 	 O O O O O B-org O O O B-geo O B-geo O O O O O O O O O O O O
Mr. Annan did not recommend any particular option and said none offered an ideal way out of the stalemate . 	 B-per I-per O O O O O O O O O O O O O O O O O O
Both Eritrea and Ethiopia have increased troops along their shared border . 	 O B-geo O B-geo O O O O O O O O
Eritrea has also imposed restrictions on U.N. peacekeepers in its territory . 	 B-geo O O O O O B-org O O O O O
The Security Council has threatened sanctions against both countries if the situation is not reversed . 	 O B-org I-org O O O O O O O O O O O O O
The chief investigating judge says the ousted dictator has been charged in connection with the 1982 deaths of dozens of villagers in Dujail . 	 O O O O O O O O O O O O O O O B-tim O O O O O O B-geo O
Authorities allege the villagers were killed in retaliation for an attempted assassination of Saddam . 	 O O O O O O O O O O O O O B-per O
The judge told reporters a trial date could be announced within days . 	 O O O O O O O O O O B-tim O O
He also said other investigations are continuing or nearing their final stages . 	 O O O O O O O O O O O O O
The Dujail case is widely seen as relatively uncomplicated compared to cases of alleged genocide and crimes against humanity still under investigation . 	 O B-geo O O O O O O O O O O O O O O O O O O O O O
Mr. Hariri 's office said Wednesday the report by Ad-Diyar newspaper was not accurate . 	 B-per I-per O O O B-tim O O O O O O O O O
Media reports say the tribunal may soon indict members of the Shi'ite militant group Hezbollah in the killing of Rafiq Hariri and 22 other people in a 2005 blast in downtown Beirut . 	 O O O O O O O O O O O B-org I-org I-org I-org O O O O B-per I-per O O O O O O B-tim O O O B-geo O
Hezbollah denies involvement and promises a backlash if its members are indicted . 	 B-org O O O O O O O O O O O O
New data from China 's National Bureau of Statistics show inflation in the country at an 11-year high of 8.7 percent . 	 O O O B-geo O B-org I-org I-org I-org O O O O O O O O O O O O O
That is nearly double what Chinese leaders set as a goal for 2008 -- a rate of 4.8 percent . 	 O O O O O B-gpe O O O O O O B-tim O O O O O O O
Sam Beattie reports for VOA from Beijing . 	 B-per I-per O O B-org O B-geo O
Mr. Erdogan 's visit coincides with an upsurge in violence blamed on the outlawed Kurdistan Workers Party said to be operating from bases in northern Iraq . 	 B-per I-per O O O O O O O O O O O O B-org I-org I-org O O O O O O O O B-geo O
Dozens of soldiers and suspected Kurdish rebels have been killed in recent months . 	 O O O O O O O O O O O O O O
The prime minister also condemned last week 's bombing of a minibus carrying soldiers ' children home from school in the city of Hakkari . 	 O O O O O O O O O O O O O O O O O O O O O O O B-geo O
Authorities say 11 children were among the 17 people wounded . 	 O O O O O O O O O O O
Kurds in Turkey began a campaign for an independent homeland in the southeast in 1984 . 	 B-gpe O B-geo O O O O O O O O O O O B-tim O
More than 30000 people have been killed since then . 	 O O O O O O O O O O
Venezuelan President Hugo Chavez has begun a visit to Brazil for talks with President Luiz Inacio Lula da Silva on energy cooperation and regional issues . 	 B-gpe B-per I-per I-per O O O O O B-geo O O O B-per I-per I-per I-per I-per I-per O O O O O O O
Mercosur accounts for $ 1 trillion in annual economic activity and includes 250 million people . 	 B-org O O O O O O O O O O O O O O O
The United Nations nuclear agency says Iran has started enriching uranium at an underground facility . 	 O B-org I-org O O O B-geo O O O O O O O O O
The International Atomic Energy Agency also says Iran has set up more than 1000 centrifuges for enrichment at the plant at Natanz . 	 O B-org I-org I-org I-org O O B-geo O O O O O O O O O O O O O B-geo O
The IAEA made the claim in a confidential document . 	 O B-org O O O O O O O O
The enrichment process can be used to create fuel for nuclear reactors or in the creation of nuclear weapons . 	 O O O O O O O O O O O O O O O O O O O O
But nuclear experts said Iran 's program was not yet at that level . 	 O O O O B-geo O O O O O O O O O
The United States and its allies have accused Iran of trying to develop atomic weapons . 	 O B-org I-org O O O O O B-geo O O O O O O O
Iran says its nuclear program is for the peaceful production of energy . 	 B-geo O O O O O O O O O O O O
The popular Web site Twitter is now functioning after a cyber attack took the service offline for several hours . 	 O O O O B-art O O O O O O O O O O O O B-tim O O
Twitter said in a status blog earlier Thursday it was """" defending against a denial-of-service attack . """" 	 B-org O O O O O O B-tim O O O O O O O O O O
Users of the social networking Web site Facebook also encountered problems on Thursday . 	 O O O O O O O B-art O O O O B-tim O
A U.S. judge has agreed to review the government 's decision to repatriate 15 Cuban migrants after they reached an abandoned bridge in the Florida Keys . 	 O B-geo O O O O O O O O O O O O B-gpe O O O O O O O O O B-geo I-geo O
U.S. District Judge Federico Moreno Thursday questioned the government 's reasoning for sending back the migrants earlier this week . 	 B-per I-per I-per I-per I-per B-tim O O O O O O O O O O O O O O
Moreno called the bridge """" as American as apple pie """" - an expression common in the U.S. to indicate something is certainly American - even though it does not connect to dry land . 	 B-per O O O O O B-gpe O O O O O O O O O O B-geo O O O O O B-gpe O O O O O O O O O O O
A Cuban advocacy group had filed a legal complaint on behalf of the repatriated Cubans . 	 O B-gpe O O O O O O O O O O O O B-gpe O
British officials say the two contractors were traveling in a British consular convoy that was hit by a roadside bomb . 	 B-gpe O O O O O O O O O B-gpe O O O O O O O O O O
The attack in the relatively quiet town of Basra also injured two Iraqi children . 	 O O O O O O O O B-geo O O O B-gpe O O
And officials said kidnappers seized an Iraqi health ministry official from her Baghdad home . 	 O O O O O O B-gpe O O O O O B-geo O O
Police also reported finding the bodies of three Baghdad airport employees kidnapped earlier this week . 	 O O O O O O O O B-geo O O O O O O O
India won its first home test series against Pakistan in 27 years when the third and final test in Bangalore ended in a draw . 	 B-geo O O O O O O O B-geo O B-tim O O O O O O O O B-geo O O O O O
Indian spin bowler Anil Kumble took five wickets in Pakistan 's second innings as the visitors reached 162-7 before bad light ended play . 	 B-gpe O O B-per I-per O O O O B-geo O O O O O O O O O O O O O O
The score was in response to India 's second innings score of 284-6 declared . 	 O O O O O O B-geo O O O O O O O O
The final score : India 626 and 284-6 declared . 	 O O O O B-geo I-geo O O O O
Pakistan 537 and 162-7 . 	 B-geo B-tim O O O
India had not won a home test series with Pakistan since 1980 . 	 B-geo O O O O O O O O B-geo B-tim I-tim O
The host nation won the first test by six wickets and the second test was a draw . 	 O O O O O O O O O O O O O O O O O O
An Ethiopian court has convicted former President Mengistu Haile Mariam of genocide . 	 O B-gpe O O O O B-per I-per I-per I-per O O O
The former dictator was convicted in absentia . 	 O O O O O O O O
He fled to Zimbabwe in 1991 after he was ousted by a guerrilla campaign led by current Prime Minister Meles Zenawi . 	 O O O B-geo O B-tim O O O O O O O O O O O B-per O B-per I-per O
Only 34 of the more than 70 people accused of atrocities were present in court Tuesday . 	 O O O O O O O O O O O O O O O B-tim O
Those convicted of crimes against humanity and genocide could be sentenced to death . 	 O O O O O O O O O O O O O O
Mengistu 's rule from 1974 to 1991 is considered among the most brutal in Africa . 	 B-org O O B-tim I-tim I-tim I-tim O O O O O O O B-geo O
A Libyan official is denying reports that up to 20 Somali prisoners have been killed during an attempted jailbreak in the city of Banghazi . 	 O B-gpe O O O O O O O O B-gpe O O O O O O O O O O O O B-geo O
The prisoner added that guards put the death toll at 20 . 	 O O O O O O O O O O O O
That is the number reported Tuesday by two Somali news outlets . 	 O O O O O B-tim O B-tim B-gpe O O O
Four U.S. soldiers have been killed in Afghanistan by a roadside bomb in eastern Kunar province . 	 O B-geo O O O O O B-geo O O O O O O B-geo O O
A U.S. military statement said the soldier 's vehicle was hit by an improvised explosive device while on patrol Sunday . 	 O B-geo O O O O O O O O O O O O O O O O O B-tim O
The bombing killed two bystanders and two suicide bombers . 	 O O O O O O O O O O
Mujaddedi said he believed Pakistan 's intelligence agency organized the bombing . 	 B-per O O O B-geo O O O O O O O
Pakistan denied the charge . 	 B-geo O O O O
He also said the Taleban 's fugitive leader Mullah Mohammad Omar would decide what would happen to the men . 	 O O O O B-org O O O B-per I-per I-per O O O O O O O O O
All eight worked for a cleaning company employed by coalition forces . 	 O O O O O O O O O O O O
The authorities say the blast occurred Saturday near a security post in a crowded business district in the heart of Srinagar . 	 O O O O O O B-tim O O O O O O O O O O O O O B-geo O
The wounded were taken to nearby hospitals . 	 O O O O O O O O
Police cordoned off the area and were searching for the attackers . 	 O O O O O O O O O O O O
No one has claimed responsibility for the attack . 	 O O O O O O O O O
Muslim separatists in Indian Kashmir have been fighting for an independent Kashmir or its merger with neighboring Pakistan since 1989 . 	 B-org O O O B-geo O O O O O O B-geo O O O O O B-geo O B-tim O
Their fight against Indian rule has killed tens of thousands of people . 	 O O O B-gpe O O O O O O O O O
Russia 's energy minister says United Nations sanctions will not get in the way of the country 's plans to develop Iran 's oil and gas sectors . 	 B-geo O O O O B-org I-org O O O O O O O O O O O O O O B-geo O O O O O O
Western governments have urged their companies to cut ties with Iran because of its controversial nuclear program . 	 B-per O O O O O O O O O B-geo O O O O O O O
The United States says there are more than 13000 American military personnel giving relief support to nations affected by the Asian tsunami . 	 O B-geo I-geo O O O O O O B-gpe O O O O O O O O O O O O O
He said the military initially dispatched ships that could treat drinking water and that carried medical and engineering supplies . 	 O O O O O O O O O O O O O O O O O O O O
He said authorities are considering configuring the ship for humanitarian assistance and staffing it largely with members of non-governmental organizations . 	 O O O O O O O O O O O O O O O O O O O O O
It was the first high level contact between the two sides since last week 's suicide bombing in Tel Aviv that killed five Israelis . 	 O O O O O O O O O O O O O O O O O O B-geo I-geo O O O B-gpe O
The U.S. official overseeing relief efforts for Hurricane Katrina says rescuers are finding many fewer bodies than expected . 	 O B-geo O O O O O B-nat I-nat O O O O O O O O O O
But the admiral joined a growing chorus of officials suggesting fears that Katrina killed up to 10000 people may be unfounded . 	 O O O O O O O O O O O O B-nat O O O O O O O O O
Authorities continue a block-by-block search for bodies in the city of New Orleans as floodwaters there continue to recede . 	 O O O O O O O O O O O B-geo I-geo O O O O O O O
President Bush returns to the southern U.S. coast later Sunday to get a first-hand look at the cleanup and recovery effort . 	 B-per I-per O O O O B-geo O O B-tim O O O O O O O O O O O O
Investigators in China have ruled out terrorism in the crash of a passenger plane Sunday that claimed the lives of 54 people . 	 O O B-geo O O O O O O O O O O O B-tim O O O O O O O O
State media said Monday that investigators sent from Beijing had n't determined the cause of the crash but found no evidence of sabotage . 	 O O O B-tim O O O O B-geo O O O O O O O O O O O O O O O
The China Eastern Airlines Shanghai-bound jet plunged into a lake just seconds after taking off from Baotou city in Inner Mongolia . 	 O B-org I-org I-org O O O O O O O O O O O O B-geo O O B-geo I-geo O
Witnesses said they heard a blast while the plane was still in the air . 	 O O O O O O O O O O O O O O O
All 53 people on board and one on the ground were killed . 	 O O O O O O O O O O O O O
Divers have yet to find the two in-flight recorders that could help determine the cause of the accident . 	 O O O O O O O O O O O O O O O O O O O
The plane was a Canadian-made CRJ-200 . 	 O O O O O B-art O
China has grounded all its other CRJ-200s . 	 B-org O O O O O B-art O
Pakistani officials say the helicopter crashed Friday outside the city of Peshawar due to a technical failure . 	 B-gpe O O O O O B-tim O O O O B-geo O O O O O O
But the Taliban claims it shot down the aircraft . 	 O O B-org O O O O O O O
Pakistan 's military has been fighting Taliban militants throughout the country 's northwest for more than two months . 	 B-gpe O O O O O B-org O O O O O O O B-tim I-tim I-tim O O
Security officials also are on high alert following the launch this week of a major U.S. offensive against Taliban militants in neighboring Afghanistan . 	 O O O O O O O O O O O O O O O B-geo O O B-org O O O B-geo O
Syrian lawyer-activist Aktham Naisse was chosen unanimously by the 11 international human rights groups that make up the Geneva-based Martin Ennals Foundation . 	 B-gpe O B-per I-per O O O O O O O O O O O O O O O B-org I-org I-org O
The protest highlighted demands for political reform and the repeal of Syria 's emergency laws . 	 O O O O O O O O O O O B-geo O O O O
The U.S. military says at least two Marines are dead and three Marines and a sailor are missing after a suicide car bomb blast struck their convoy in Fallujah late Thursday . 	 O B-geo O O O O O B-org O O O O B-org O O O O O O O O O O O O O O O B-geo O B-tim O
Officials released no further details about the incident . 	 O O O O O O O O O
A lengthy report released late Monday says eight Afghan-based private contractors working with the Defense Department through a $ 2.1 billion transportation contract are paying several thousand dollars per truck for guards . 	 O O O O O B-tim O O O O O O O O B-org I-org O O O O O O O O O O O O O O O O O
The contract covers at least 70 percent of all goods and services used by U.S. forces . 	 O O O O O O O O O O O O O O B-geo O O
Reports from Iran say police have exchanged gunfire with militants following an explosion near a school in the southeastern part of the country . 	 O O B-geo O O O O O O O O O O O O O O O O O O O O O
Iranian news agencies said late Friday that police in the city of Zahedan cordoned off the neighborhood where the incident took place . 	 B-gpe O O O O B-tim O O O O O O B-geo O O O O O O O O O O
Electrical power to the area was cut off . 	 O O O O O O O O O
It is not clear if there were casualties . 	 O O O O O O O O O
Officials say the group is linked to al-Qaida . 	 O O O O O O O B-org O
Iran has accused the United States of backing militants in the sensitive border area to destabilize the country . 	 B-org O O O B-org I-org O O O O O O O O O O O O O
Authorities say five Iraqi policemen manning a security checkpoint were shot to death in a surprise attack shortly after dawn . 	 O O O B-gpe O O O O O O O O O O O O O O O O O
The U.S. military says coalition forces have killed 25 militants and arrested 10 more during a series of raids across Afghanistan . 	 O B-geo O O O O O O O O O O O O O O O O O O B-geo O
A military statement says 15 militants were killed Wednesday during a raid on suspected militants in the southern city of Kandahar . 	 O O O O O O O O B-tim O O O O O O O O O O O B-geo O
Authorities suspect fellow police officers linked to the Taliban may have taken part in the deadly attack . 	 O O O O O O O O B-org O O O O O O O O O
Five other police officers also went missing . 	 O O O O O O O O
At least six people have been killed and more than a dozen others wounded in a bomb explosion in the southwestern Pakistani city of Quetta . 	 O O O O O O O O O O O O O O O O O O O O O B-gpe O O B-geo O
Officials say the bomb was strapped to a bicycle . 	 O O O O O O O O O O
Pakistan 's military says at least 30 militants and six soldiers have been killed during fighting Sunday in the North Waziristan tribal region . 	 B-geo O O O O O O O O O O O O O O O B-tim O O B-geo I-geo O O O
An army spokesman ( Major General Waheed Arshad ) says that security forces attacked the pro-Taleban militants after they ambushed a military convoy Saturday evening near the town of Mir Ali . 	 O O O O B-per I-per I-per I-per O O O O O O O O O O O O O O O B-tim I-tim O O O O B-geo I-geo O
He says fighting was also taking place in other parts of the area . 	 O O O O O O O O O O O O O O
